city,city_key,pretty_city,cluster,UMAP1,UMAP2,x_plot,y_plot,image_path
PRILEP,PRILEP,Prilep,1,2.1996422,11.618825,2.057913559676887,11.609867447650126,c:\Users\it08d\OneDrive - kcg.ac.jp\Downloads\JPER_v3_Notebook_Patch\figures\Prilep.jpg
PRISTINA,PRISTINA,Priština,3,3.6718466,11.54528,3.727222307241871,11.610268102549965,c:\Users\it08d\OneDrive - kcg.ac.jp\Downloads\JPER_v3_Notebook_Patch\figures\PRISTINA.jpg
REYKJAVIK,REYKJAVIK,Reykjavik,4,3.258747,14.829501,3.002762874717612,14.638445812686886,c:\Users\it08d\OneDrive - kcg.ac.jp\Downloads\JPER_v3_Notebook_Patch\figures\Reykjavik.jpg
RIJEKA,RIJEKA,Rijeka,1,1.8179271,13.493584,1.9005663796281924,13.67404774042153,c:\Users\it08d\OneDrive - kcg.ac.jp\Downloads\JPER_v3_Notebook_Patch\figures\Rijeka.jpg
SALZBURG,SALZBURG,Salzburg,4,3.3899906,14.32807,3.2982195414605804,14.39450925844134,c:\Users\it08d\OneDrive - kcg.ac.jp\Downloads\JPER_v3_Notebook_Patch\figures\Salzburg.jpg
SATU_MARE,SATU_MARE,Satu Mare,6,4.308946,11.802014,4.3308557755229895,11.61505852866024,c:\Users\it08d\OneDrive - kcg.ac.jp\Downloads\JPER_v3_Notebook_Patch\figures\Satu_Mare.jpg
SHKODER,SHKODER,Shkoder,6,3.6111753,12.643564,3.5580819415663116,12.64944355781086,c:\Users\it08d\OneDrive - kcg.ac.jp\Downloads\JPER_v3_Notebook_Patch\figures\shkoder.jpg
STAVANGER,STAVANGER,Stavanger,4,3.5212395,14.661059,3.554908558645718,14.623918391287784,c:\Users\it08d\OneDrive - kcg.ac.jp\Downloads\JPER_v3_Notebook_Patch\figures\Stavanger.jpg
TARBES,TARBES,Tarbes,6,4.2333293,11.883299,4.273745329702578,12.080221665534838,c:\Users\it08d\OneDrive - kcg.ac.jp\Downloads\JPER_v3_Notebook_Patch\figures\Tarbes.jpg
TOLEDO,TOLEDO,Toledo,2,2.6715438,11.1633,2.8659082583036746,11.399103481920548,c:\Users\it08d\OneDrive - kcg.ac.jp\Downloads\JPER_v3_Notebook_Patch\figures\Toledo.jpg
TULCEA,TULCEA,Tulcea,2,5.0235043,11.986792,4.991608739147223,12.028570418389984,c:\Users\it08d\OneDrive - kcg.ac.jp\Downloads\JPER_v3_Notebook_Patch\figures\Tulcea.jpg
USTI_NAD_LABEM,USTI_NAD_LABEM,Ústí nad Labem,1,1.1755406,13.28664,1.2569630932676672,13.258029272077033,c:\Users\it08d\OneDrive - kcg.ac.jp\Downloads\JPER_v3_Notebook_Patch\figures\Usti_Nad_Labem.jpg
VALLETTA,VALLETTA,Valletta,1,1.9195802,11.2569275,1.899891635282044,11.246585367948958,c:\Users\it08d\OneDrive - kcg.ac.jp\Downloads\JPER_v3_Notebook_Patch\figures\Valletta.jpg
VASTERAS,VASTERAS,Västerås,7,6.7656302,13.856235,6.52747286533756,14.016997134916629,c:\Users\it08d\OneDrive - kcg.ac.jp\Downloads\JPER_v3_Notebook_Patch\figures\Vasteras.jpg
WORCESTER,WORCESTER,Worcester,4,3.0929413,15.1552725,2.9992723074952528,15.079326452255248,c:\Users\it08d\OneDrive - kcg.ac.jp\Downloads\JPER_v3_Notebook_Patch\figures\Worcester.jpg
ZILINA,ZILINA,Žilina,1,0.6012127,12.615848,0.713725826382637,12.69405727933466,c:\Users\it08d\OneDrive - kcg.ac.jp\Downloads\JPER_v3_Notebook_Patch\figures\Zilina.jpg
