repeat,k,ari
120,10,0.7842044814130504
121,2,0.07205759804101049
121,3,0.4619000031463455
121,4,0.46141679898687055
121,5,0.4761901223844123
121,6,0.5826389296724543
121,7,0.6445525457267074
121,8,0.58785016944416
121,9,0.6869716988688822
121,10,0.6342166324283582
122,2,0.2850914727680806
122,3,0.8182949624818923
122,4,0.8653804741785889
122,5,0.8034740019494366
122,6,0.8723809560698055
122,7,0.8796565611013626
122,8,0.6789729088768819
122,9,0.7218948435626573
122,10,0.6762322452717171
123,2,0.10670516556862196
123,3,0.5536608213211491
123,4,0.6692470215036684
123,5,0.7909344406045526
123,6,0.856709848527598
123,7,0.8604828491294648
123,8,0.6083270146677324
123,9,0.5256626287113804
123,10,0.6075712367335061
124,2,0.5733734495489129
124,3,0.4104188803670661
124,4,0.5965252283633362
124,5,0.6883156204582311
124,6,0.733627012590081
124,7,0.7985136760307132
124,8,0.6299574467605843
124,9,0.590786060904615
124,10,0.7264895497184398
125,2,0.06284858553158974
125,3,0.45676057812396736
125,4,0.635523718987891
125,5,0.7505359393328385
125,6,0.8309093608510237
125,7,0.8480253173053378
125,8,0.6718547915570788
125,9,0.648154534257222
125,10,0.7371943709397523
126,2,0.30720953278116936
126,3,0.745090857689654
126,4,0.7465411313052118
126,5,0.7568235043943712
126,6,0.7135265635326329
126,7,0.7259905260926036
126,8,0.6573574843388144
126,9,0.6277738927819704
126,10,0.7082494290000405
127,2,0.5431645430176624
127,3,0.5922899480001564
127,4,0.6193036359981711
127,5,0.7328416338415378
127,6,0.6436815846302778
127,7,0.6575940051940851
127,8,0.7548633225084339
127,9,0.6880458392147005
127,10,0.7748772057485901
128,2,0.9208006335949313
128,3,0.8966545902909666
128,4,0.8791079140966074
128,5,0.8875454163170919
128,6,0.7960836272684618
128,7,0.8892241494405896
128,8,0.7059835250433009
128,9,0.6499085362825487
128,10,0.7354249903122787
129,2,0.9208006335949313
129,3,0.6866499472164349
129,4,0.5001112340891405
129,5,0.7434693113650216
129,6,0.657893713796991
129,7,0.7567073371023135
129,8,0.5571269027841926
129,9,0.5267054191476376
129,10,0.684845496155636
130,2,0.4849271883524868
130,3,0.6083804241854235
130,4,0.6023900034926609
130,5,0.5878276742102861
130,6,0.6235258474286389
130,7,0.6344160707148705
130,8,0.4578048120452795
130,9,0.46464670287462434
130,10,0.6049103491440317
131,2,0.06284858553158974
131,3,0.42765259119200544
131,4,0.4356779448262514
131,5,0.5503646816716657
131,6,0.5950373696070803
131,7,0.4626640300448694
131,8,0.49681677857783557
131,9,0.49083423039751073
131,10,0.5670782702809072
132,2,0.7720997823854144
132,3,0.7652271314556697
132,4,0.7863882176618257
132,5,0.8089171974522293
132,6,0.5662199889069655
132,7,0.5698333317291232
132,8,0.5411004706985989
132,9,0.6122648214434624
132,10,0.6923382969534775
133,2,0.8824145678101706
133,3,0.8891804467810407
133,4,0.8913170687293896
133,5,0.8970887759365458
133,6,0.6514416953098361
133,7,0.6731332219276533
133,8,0.6532810291788576
133,9,0.6513835409744152
133,10,0.7372549808409852
134,2,0.06284858553158974
134,3,0.27982619753914145
134,4,0.6489811945093973
134,5,0.7248808195836902
134,6,0.7896095823272049
134,7,0.8123078050882911
134,8,0.5886612761544262
134,9,0.6150719603894544
134,10,0.6376258773268233
135,2,0.20566239864236086
135,3,0.4607507333438724
135,4,0.7586535670494562
135,5,0.7388611795909726
135,6,0.7369472906116747
135,7,0.5363738615658545
135,8,0.4750917690672993
135,9,0.5248281562947098
135,10,0.4903592892283563
136,2,0.8448387581811067
136,3,0.8217963119584561
136,4,0.574480612578346
136,5,0.5648568004905539
136,6,0.6114967980192839
136,7,0.6478935502409265
136,8,0.5790766445789133
136,9,0.6235384225024886
136,10,0.630369108905723
137,2,0.06284858553158974
137,3,0.22590399550108556
137,4,0.4354163583471571
137,5,0.5933447468135276
137,6,0.6209525809720765
137,7,0.641732733917922
137,8,0.5090057853923619
137,9,0.4695120113331525
137,10,0.6097941492065285
138,2,0.12075296302627113
138,3,0.41931007377427904
138,4,0.5602586179290939
138,5,0.7219889272255694
138,6,0.776189401430059
138,7,0.7680838145800093
138,8,0.6654858399874366
138,9,0.6604609080132217
138,10,0.5169852503272498
139,2,0.8824200963560147
139,3,0.8530765787902795
139,4,0.8835389097878159
139,5,0.8158938896600039
139,6,0.8770036078941684
139,7,0.8902254038374537
139,8,0.6859121620742675
139,9,0.8351678596694386
139,10,0.8255252267451082
140,2,0.3301457535887802
140,3,0.7777234061513592
140,4,0.7954136776767945
140,5,0.8114264885653287
140,6,0.7799165136756983
140,7,0.7913414771734023
140,8,0.6503091285986063
140,9,0.6036388062313718
140,10,0.7668179791378844
141,2,0.06284858553158974
141,3,0.29391578071549246
141,4,0.6352679570005658
141,5,0.7443145002499258
141,6,0.7983461023376058
141,7,0.6126562782487728
141,8,0.5934178051926123
141,9,0.6144449743855447
141,10,0.6121620170000728
142,2,0.07344715387708843
142,3,0.344521005706523
142,4,0.5575707789729691
142,5,0.734600242109552
142,6,0.8163125930538947
142,7,0.7986160212633248
142,8,0.6525816104418369
142,9,0.7615105796294913
142,10,0.6767019126321724
143,2,0.06284858553158974
143,3,0.3021499807801848
143,4,0.6470262390373137
143,5,0.7533456314321915
143,6,0.8080715665834765
143,7,0.8244813602105678
143,8,0.5929461325754591
143,9,0.6322680669997501
143,10,0.7182691429904551
144,2,0.40386058650483714
144,3,0.7481443100394942
144,4,0.7595455594717466
144,5,0.7535864746353855
144,6,0.7927672556030407
144,7,0.8055566362496596
144,8,0.5782264798828372
144,9,0.7117540951638065
144,10,0.6936734628511233
145,2,0.07344715387708843
145,3,0.41577816362337483
145,4,0.35305158879472975
145,5,0.4232874459342585
145,6,0.4808471424497463
145,7,0.5122339560444066
145,8,0.39408629054160493
145,9,0.38915473326290184
145,10,0.4908095552869252
146,2,0.06284858553158974
146,3,0.42765259119200544
146,4,0.6265878789211248
146,5,0.8022965092585562
146,6,0.8597171208238978
146,7,0.8616816686960183
146,8,0.6251463155561395
146,9,0.6220138556482933
146,10,0.701490803227916
147,2,0.8448387581811067
147,3,0.7839172671573551
147,4,0.7765515231074894
147,5,0.7225995226750372
147,6,0.776433436759873
147,7,0.7685324229486882
147,8,0.5580933301870135
147,9,0.5525485081903276
147,10,0.5815839523450677
148,2,0.3538998750383622
148,3,0.8341749339290753
148,4,0.6136033234608542
148,5,0.8813068125105408
148,6,0.8471837924366338
148,7,0.8987795631117902
148,8,0.7077933974131929
148,9,0.7361896891488144
148,10,0.6112327085361392
149,2,0.18540348045081
149,3,0.3856392496809807
149,4,0.5107035654388676
149,5,0.7593917168274676
149,6,0.6804766035927272
149,7,0.735710222081687
149,8,0.6317217309078648
149,9,0.5917660868285989
149,10,0.6690623739503502
150,2,0.06284858553158974
150,3,0.29391578071549246
150,4,0.6127829606760794
150,5,0.7079167903078922
150,6,0.7713000244261817
150,7,0.7858001831427741
150,8,0.5503297344966648
150,9,0.5919133214001644
150,10,0.6158428057834537
151,2,0.4851933910944513
151,3,0.3021499807801848
151,4,0.6136083132151746
151,5,0.7129840640296873
151,6,0.7910547346896388
151,7,0.6047070369143521
151,8,0.5101128121227095
151,9,0.5215337834157345
151,10,0.5985143513940895
152,2,0.573573917525319
152,3,0.6186272687689245
152,4,0.8644992145639789
152,5,0.8311831363039862
152,6,0.7646803402566476
152,7,0.8751895724884207
152,8,0.6571004179029618
152,9,0.8685632812090364
152,10,0.865245859727864
153,2,0.06284858553158974
153,3,0.49934318708561604
153,4,0.6912499391162328
153,5,0.8152810835730542
153,6,0.8732276818453593
153,7,0.8187614018242919
153,8,0.6269729033523694
153,9,0.5707564284125888
153,10,0.6624959998874693
154,2,0.06284858553158974
154,3,0.4606857307463448
154,4,0.5048980672491395
154,5,0.6208860143225509
154,6,0.695462951683813
154,7,0.708612598622989
154,8,0.567255285687096
154,9,0.5345611323132883
154,10,0.5355333246719501
155,2,0.4851933910944513
155,3,0.5412589446102518
155,4,0.635523718987891
155,5,0.7505359393328385
155,6,0.8309093608510237
155,7,0.8480253173053378
155,8,0.6229761313424564
155,9,0.6150432364280731
155,10,0.7016212002570325
156,2,0.07344715387708843
156,3,0.4155174333032368
156,4,0.42518501678383697
156,5,0.5803127064840587
156,6,0.6353622761367034
156,7,0.6274914674179682
156,8,0.646470730498417
156,9,0.5413915890454446
156,10,0.5664353383352806
157,2,0.45727589503222427
157,3,0.5212713684712973
157,4,0.6127829606760794
157,5,0.7244504694129298
157,6,0.7888254105513476
157,7,0.8046193222116007
157,8,0.5790983535245526
157,9,0.6217033339867606
157,10,0.6999474409042825
158,2,0.30738307044027185
158,3,0.7059776303632154
158,4,0.7416857685882595
158,5,0.6321888614640256
158,6,0.6858276269851441
158,7,0.7125364103543396
158,8,0.6054420495274695
158,9,0.5640722094939162
158,10,0.6572023498098593
159,2,0.10663516509673068
159,3,0.4663386915698961
159,4,0.5533025257189454
159,5,0.7385230929927634
159,6,0.6693315802509091
159,7,0.6835622598872856
159,8,0.6114587261020952
159,9,0.5892340667547771
159,10,0.6831459235709562
160,2,0.543336255159078
160,3,0.5610359723027808
160,4,0.6674148084790457
160,5,0.9090212483432881
160,6,0.8365525159225001
160,7,0.8979295464918469
160,8,0.6450061134074699
160,9,0.6696075954826347
160,10,0.7600872410032715
161,2,0.13572710001895383
161,3,0.47630910899507156
161,4,0.5752029360675349
161,5,0.7297226174679793
161,6,0.8096842143293231
161,7,0.8071819993671692
161,8,0.7008259221199361
161,9,0.650093205032451
161,10,0.6577193618822057
162,2,0.5138096559663675
162,3,0.5261771799624045
162,4,0.4342798050732327
162,5,0.5109073540304494
162,6,0.5645824220712791
162,7,0.5911923714654181
162,8,0.48318898242017266
162,9,0.4656808085414121
162,10,0.4785547508216713
163,2,0.9599960816486464
163,3,0.9304326190596406
163,4,0.9013682718475119
163,5,0.8162778309779991
163,6,0.7310915773216197
163,7,0.8085063507799934
163,8,0.5352163754068947
163,9,0.5304678156045315
163,10,0.5597603941817514
164,2,0.06284858553158974
164,3,0.3021499807801848
164,4,0.5786083470320575
164,5,0.60865804878348
164,6,0.6688459341455901
164,7,0.6772130941642593
164,8,0.3887269388447982
164,9,0.40402906979783215
164,10,0.46915459181714414
165,2,0.12075296302627113
165,3,0.5179030661678041
165,4,0.6633242680005222
165,5,0.787947555187526
165,6,0.8696777606115691
165,7,0.7591415101163196
165,8,0.7118793843341944
165,9,0.740214846971542
165,10,0.7770799410715671
166,2,0.9599960816486464
166,3,0.9507056047792313
166,4,0.9493643681124856
166,5,0.8215652759834302
166,6,0.8555529319471927
166,7,0.850517338352998
166,8,0.6036776792396991
166,9,0.5968103615433624
166,10,0.7060822178092404
167,2,0.06284858553158974
167,3,0.48709132553176115
167,4,0.591350381920757
167,5,0.7231764799872173
167,6,0.7767290404295766
167,7,0.7897776472338461
167,8,0.581208409076356
167,9,0.6010035960544626
167,10,0.6925682594143102
168,2,0.10663516509673068
168,3,0.4047200871777779
168,4,0.5336569771951948
168,5,0.6613527976177149
168,6,0.622984677968824
168,7,0.6752286635476024
168,8,0.5724791643537156
168,9,0.5680342419358606
168,10,0.5856224135196321
169,2,0.06284858553158974
169,3,0.2664429015641088
169,4,0.44757928869634805
169,5,0.5964557048119483
169,6,0.6287264758660528
169,7,0.6506867181563517
169,8,0.514328170129728
169,9,0.48070319396101546
169,10,0.6225664775686595
170,2,0.2850914727680806
170,3,0.7164517213955591
170,4,0.7467709976977135
170,5,0.7511090336573122
170,6,0.7078846277181129
170,7,0.717017839221607
170,8,0.6447906031858242
170,9,0.6132848043676069
170,10,0.6736503885783421
171,2,0.10663516509673068
171,3,0.5479728054713278
171,4,0.6912499391162328
171,5,0.8643151932690538
171,6,0.9249508659261525
171,7,0.9223042892133594
171,8,0.6749090948259225
171,9,0.6012263624632865
171,10,0.6851082935114384
172,2,0.6691414645181857
172,3,0.6719607916165484
172,4,0.5952678898061509
172,5,0.7055421268964266
172,6,0.7825398099749982
172,7,0.8431030603759561
172,8,0.6683306690275096
172,9,0.6343778600463379
172,10,0.7213988924408058
173,2,0.07344715387708843
173,3,0.443572023012628
173,4,0.39962306402338627
173,5,0.5025289112480561
173,6,0.5910583470226854
173,7,0.5839122137147914
173,8,0.44482153638672783
173,9,0.4643151798973811
173,10,0.5731814454726485
174,2,0.3538998750383622
174,3,0.7445932050525371
174,4,0.7677340751348892
174,5,0.6953947942789733
174,6,0.7597352861216388
174,7,0.7706253618174886
174,8,0.6406200181642603
174,9,0.6010224478753438
174,10,0.6804467593541949
175,2,0.3301457535887802
175,3,0.8032948376136663
175,4,0.8186359896074242
175,5,0.7397761525842828
175,6,0.751847565891991
175,7,0.792774153693779
175,8,0.5885906595112014
175,9,0.5311912374691593
175,10,0.6603631027192747
176,2,0.06284858553158974
176,3,0.2664429015641088
176,4,0.49771956126232936
176,5,0.5685209778926562
176,6,0.617806707860783
176,7,0.6385343629842645
176,8,0.5106669913278016
176,9,0.4552012858371024
176,10,0.5203768872743785
177,2,0.30720953278116936
177,3,0.7975173618091895
177,4,0.8180941846628752
177,5,0.8002128334475949
177,6,0.8246927944614959
177,7,0.8377724435909746
177,8,0.638053854510147
177,9,0.5940733513017011
177,10,0.6722465502746613
178,2,0.06284858553158974
178,3,0.48709132553176115
178,4,0.686246593843534
178,5,0.8567561292047312
178,6,0.9161592012979197
178,7,0.8374294899725614
178,8,0.7516208586318444
178,9,0.7023805362323907
178,10,0.6998480514199702
179,2,0.06284858553158974
179,3,0.30129634161294344
179,4,0.4498660996939566
179,5,0.5217294413008211
179,6,0.5811082203369742
179,7,0.6122111665292608
179,8,0.4815162125737044
179,9,0.5414880972162611
179,10,0.5444869848234978
180,2,0.5734269261032657
180,3,0.5903937049760333
180,4,0.4029492491834857
180,5,0.5693098132925788
180,6,0.4788704086391654
180,7,0.46628862278830213
180,8,0.45619790698492285
180,9,0.46451395719478006
180,10,0.5447920462235177
181,2,0.5138096559663675
181,3,0.5643909847873373
181,4,0.5150526559597085
181,5,0.6187789613149417
181,6,0.47476654311182415
181,7,0.5422042298815785
181,8,0.5010828394724274
181,9,0.4959194603018562
181,10,0.5988180896570482
182,2,0.2426467888223846
182,3,0.6542233889657544
182,4,0.5810025284303963
182,5,0.6994330516834814
182,6,0.7693646062338994
182,7,0.7911908973694222
182,8,0.524435542928736
182,9,0.49231021476603437
182,10,0.5631918197740794
183,2,0.3543852647240511
183,3,0.8888017389438083
183,4,0.8541297330213657
183,5,0.7684385402680051
183,6,0.8027427425245005
183,7,0.6459955914768553
183,8,0.6182463620311388
183,9,0.6163291200615157
183,10,0.6967140142707184
184,2,0.7720997823854144
184,3,0.7652271314556697
184,4,0.7657803995838491
184,5,0.7052523463802242
184,6,0.7483387877632048
184,7,0.5855056162697025
184,8,0.5662067586350947
184,9,0.5595065698236052
184,10,0.5612320681702693
185,2,0.3301457535887802
185,3,0.8032948376136663
185,4,0.8424596042132437
185,5,0.8159412462606969
185,6,0.8427470423860753
185,7,0.8364291920402047
185,8,0.6254968570798897
185,9,0.5784049836244655
185,10,0.6604182270896172
186,2,0.9599960816486464
186,3,0.9241294960515124
186,4,0.9182811089340113
186,5,0.8475342809937491
186,6,0.9188897490479787
186,7,0.9160722965106421
186,8,0.6595995666308391
186,9,0.6537235980385282
186,10,0.7394669246422257
187,2,0.5138096559663675
187,3,0.5643909847873373
187,4,0.6672695285357356
187,5,0.9213581895313265
187,6,0.9192266939549294
187,7,0.920335500387375
187,8,0.6874928163576159
187,9,0.6889672982378612
187,10,0.7761053431929968
188,2,0.12402048831758941
188,3,0.444467227743375
188,4,0.5775912985883228
188,5,0.6318229902895538
188,6,0.6642550868553799
188,7,0.6708556454817654
188,8,0.5447007448987663
188,9,0.508812725373235
188,10,0.536519594798375
189,2,0.06284858553158974
189,3,0.48709132553176115
189,4,0.5226915291020241
189,5,0.618689404497821
189,6,0.6923566162734318
189,7,0.7083847522898231
189,8,0.6639132341920796
189,9,0.7143127879321276
189,10,0.7594101059954897
190,2,0.8448338943900694
190,3,0.8420501725442974
190,4,0.8049814032505588
190,5,0.7171397179614508
190,6,0.7828510667889998
190,7,0.7849206380180385
190,8,0.6727696657569491
190,9,0.6204723148108214
190,10,0.7056127603487151
191,2,0.4853143013999451
191,3,0.5497251906714395
191,4,0.6855682915139503
191,5,0.8039927709086606
191,6,0.8882454261974414
191,7,0.8962302619553143
191,8,0.7275266519938549
191,9,0.7426371015534288
191,10,0.7771406870407607
192,2,0.06284858553158974
192,3,0.41730841502332133
192,4,0.581001308391328
192,5,0.7548113082127464
192,6,0.8102291898825157
192,7,0.8068443684072049
192,8,0.6848479745449872
192,9,0.6348394921788749
192,10,0.7205312306556634
193,2,0.4851933910944513
193,3,0.5669035459739494
193,4,0.658787634165361
193,5,0.7712136426986925
193,6,0.852762115959658
193,7,0.8705526201419874
193,8,0.652027219467576
193,9,0.695972028259967
193,10,0.6930460988949659
194,2,0.07344715387708843
194,3,0.2362018710739619
194,4,0.5432090255513357
194,5,0.6121174782043031
194,6,0.6882748707445794
194,7,0.7855155581251867
194,8,0.7751075766401989
194,9,0.7767882682094401
194,10,0.7723731619437141
195,2,0.3301457535887802
195,3,0.8167716594142087
195,4,0.5962747692170475
195,5,0.6870406650372574
195,6,0.6715670760864795
195,7,0.6987917670154419
195,8,0.667555483115977
195,9,0.6081616314690231
195,10,0.6152113522036189
196,2,0.4573948788216151
196,3,0.5448051030172394
196,4,0.5964934810378971
196,5,0.6944975293320441
196,6,0.7414640995336982
196,7,0.7918842141902741
196,8,0.6291670099642727
196,9,0.6707327969924315
196,10,0.7698956907738455
197,2,0.2426467888223846
197,3,0.6054873779738709
197,4,0.5094290257008875
197,5,0.6340041345329459
197,6,0.7088884024624241
197,7,0.7422810333963453
197,8,0.6280073355663903
197,9,0.6066830268598514
197,10,0.4417002921942396
198,2,0.06284858553158974
198,3,0.3021499807801848
198,4,0.6136083132151746
198,5,0.7312189483596256
198,6,0.7961505458743756
198,7,0.8122073294560621
198,8,0.6489210706889043
198,9,0.6040140794993956
198,10,0.7351600453705619
199,2,0.5139162456110302
199,3,0.5217963225706391
199,4,0.6789087730101333
199,5,0.7995675379356028
199,6,0.8599123193350514
199,7,0.8713103579467995
199,8,0.6641037920801677
199,9,0.6355480322768471
199,10,0.7954740741275607
200,2,0.30720953278116936
200,3,0.8380138894473517
200,4,0.8429111361601599
200,5,0.7584304176628449
200,6,0.8228691423115336
200,7,0.8385896398141719
200,8,0.7935537258471596
200,9,0.8414574003077521
200,10,0.7365194436255461
201,2,0.543336255159078
201,3,0.6118477886299372
201,4,0.6915991095290436
201,5,0.724599182794215
201,6,0.7554390644662818
201,7,0.8258629896032917
201,8,0.6245443706111778
201,9,0.6651099676417943
201,10,0.623217642158314
202,2,0.9208006335949313
202,3,0.8966545902909666
202,4,0.856583745185268
202,5,0.862507980002064
202,6,0.7743843105938009
202,7,0.8653653155767999
202,8,0.640844057936821
202,9,0.6387428127110147
202,10,0.7256587921521788
203,2,0.30720953278116936
203,3,0.745090857689654
203,4,0.7465411313052118
203,5,0.7521653664018366
203,6,0.7135265635326329
203,7,0.7122458763295212
203,8,0.6425707095484745
203,9,0.6781765470150907
203,10,0.6793052559881939
204,2,0.06284858553158974
204,3,0.42765259119200544
204,4,0.48710359314636104
204,5,0.6827125724002748
204,6,0.7460883023798303
204,7,0.5429796179131546
204,8,0.5778152268857145
204,9,0.571840301513108
204,10,0.588962459654418
205,2,0.06284858553158974
205,3,0.42765259119200544
205,4,0.4931593459702693
205,5,0.6112962559308563
205,6,0.6704648899464662
205,7,0.5127667934214408
205,8,0.5964112656331683
205,9,0.6318201732214471
205,10,0.5439370454274473
206,2,0.07344715387708843
206,3,0.443572023012628
206,4,0.48128107854843344
206,5,0.6694948546945814
206,6,0.7502515876304137
206,7,0.7411478009090804
206,8,0.6241044368527582
206,9,0.617579648620969
206,10,0.6435017891141324
207,2,0.06284858553158974
207,3,0.42765259119200544
207,4,0.5210405607302545
207,5,0.6445481986388362
207,6,0.6850625831570527
207,7,0.718893111788171
207,8,0.5330873875951119
207,9,0.5817003623193324
207,10,0.6562386920622388
208,2,0.6363636363636364
208,3,0.4579001897973156
208,4,0.5241059303964496
208,5,0.6577575735671938
208,6,0.718121610794161
208,7,0.7243468587243969
208,8,0.42638103241570185
208,9,0.44415755699682724
208,10,0.554052932879781
209,2,0.4851933910944513
209,3,0.5167448983248091
209,4,0.6136083132151746
209,5,0.7772292137720235
209,6,0.8331839975494275
209,7,0.8382209121337759
209,8,0.6917113455768297
209,9,0.6931370191407019
209,10,0.6675189281325564
210,2,0.6364434029289197
210,3,0.6234906183461704
210,4,0.44540408974959866
210,5,0.6105800315389426
210,6,0.6757011040460058
210,7,0.5246380065102705
210,8,0.6709246293787724
210,9,0.6993656946524536
210,10,0.6648719731759878
211,2,0.45727589503222427
211,3,0.29391578071549246
211,4,0.6127829606760794
211,5,0.7244504694129298
211,6,0.7888254105513476
211,7,0.8046193222116007
211,8,0.5790983535245526
211,9,0.6079771099943324
211,10,0.6991001889331394
212,2,0.9599960816486464
212,3,0.8534966998474873
212,4,0.824487087934735
212,5,0.7687933478527708
212,6,0.7801563869218306
212,7,0.7799391498406757
212,8,0.48577775577764465
212,9,0.48196351183960856
212,10,0.5526254630958728
213,2,0.9599960816486464
213,3,0.9241294960515124
213,4,0.9182811089340113
213,5,0.8375786486515839
213,6,0.9058471114132761
213,7,0.9025458969449994
213,8,0.703992929599388
213,9,0.6949423921149681
213,10,0.7092786858583394
214,2,1.0
214,3,0.9380560550988262
214,4,0.9274974474585354
214,5,0.9171606423299833
214,6,0.8341834429257747
214,7,0.9230383966906128
214,8,0.7367051938523944
214,9,0.6682999265569131
214,10,0.7587719298245614
215,2,0.6364434029289197
215,3,0.42873659241299394
215,4,0.5304655970075794
215,5,0.6181250103321155
215,6,0.7054785116023616
215,7,0.7060319086707014
215,8,0.41512597872575974
215,9,0.44368467838225933
215,10,0.511151393179085
216,2,0.06284858553158974
216,3,0.39866654453203415
216,4,0.421284009865289
216,5,0.5327542792900417
216,6,0.5678616801249018
216,7,0.5869603158325191
216,8,0.5918996992508854
216,9,0.5380314182949093
216,10,0.549375873536074
217,2,0.6364434029289197
217,3,0.6915303081563359
217,4,0.5859230610360794
217,5,0.6969326237743587
217,6,0.6545311130886101
217,7,0.7018261569093295
217,8,0.5832764677829183
217,9,0.5766469183422624
217,10,0.5985232798731239
218,2,0.5139162456110302
218,3,0.513189790389277
218,4,0.6156051694776284
218,5,0.7393429063582119
218,6,0.7842295251652747
218,7,0.8360333188465173
218,8,0.6767852832507544
218,9,0.6358998694981611
218,10,0.7145316216180703
219,2,0.3301457535887802
219,3,0.7500224885071892
219,4,0.7457580816885044
219,5,0.6787687184329058
219,6,0.7423195894648302
219,7,0.748472004888542
219,8,0.6487731926283306
219,9,0.6046174457926439
219,10,0.6643962494410807
220,2,0.5138096559663675
220,3,0.5897556959182851
220,4,0.6917128883627469
220,5,0.8558908886722955
220,6,0.8628325601157943
220,7,0.8715928049186797
220,8,0.6286578894352645
220,9,0.5795259901422729
220,10,0.6618529619305121
221,2,0.9599960816486464
221,3,0.9241294960515124
221,4,0.9284721825071593
221,5,0.9350062761616151
221,6,0.861834837195473
221,7,0.9177023934776181
221,8,0.6807157714733238
221,9,0.7095413284548571
221,10,0.9147452812504506
222,2,0.5432432604425143
222,3,0.34914264166680065
222,4,0.542055818794336
222,5,0.62664615106123
222,6,0.6944469849457034
222,7,0.7218159790156324
222,8,0.609388022884338
222,9,0.5444868622573906
222,10,0.519243155310684
223,2,0.2850914727680806
223,3,0.8450015560195917
223,4,0.8437984415908011
223,5,0.7552655569271112
223,6,0.8146472180311732
223,7,0.8306414654130848
223,8,0.67957198287241
223,9,0.6270427230139083
223,10,0.7101042529451628
224,2,0.8824127248460211
224,3,0.8435438760384296
224,4,0.8347808159320301
224,5,0.8470617661912451
224,6,0.594342880095084
224,7,0.5898159707552847
224,8,0.5367785584739383
224,9,0.6132213459595579
224,10,0.6921969939238887
225,2,0.8080650161849864
225,3,0.8232650571775757
225,4,0.8599462995940998
225,5,0.8627598132495711
225,6,0.8663953507621373
225,7,0.6596422587861591
225,8,0.6289836433069763
225,9,0.6593648358454249
225,10,0.8267060339578288
226,2,0.9208031161549398
226,3,0.8822358190986842
226,4,0.8523235963951938
226,5,0.7294971504460166
226,6,0.7588780156599413
226,7,0.7533140635901525
226,8,0.5533539656088047
226,9,0.5469869936086972
226,10,0.6534406622792488
227,2,0.06284858553158974
227,3,0.41730841502332133
227,4,0.4623101496385137
227,5,0.5290639255745626
227,6,0.5836692200078806
227,7,0.6733166021523672
227,8,0.5676485276489152
227,9,0.5638256060554672
227,10,0.5645044880913174
228,2,0.07344715387708843
228,3,0.5028131017060966
228,4,0.5895054062192954
228,5,0.6251281010833414
228,6,0.6987776336423401
228,7,0.5565212143158911
228,8,0.4992984993359511
228,9,0.5164345729026467
228,10,0.565793084767027
229,2,0.30720953278116936
229,3,0.7614206629404143
229,4,0.7837596018361422
229,5,0.7012822009787317
229,6,0.7795646971591016
229,7,0.6485018461153137
229,8,0.7769071012935213
229,9,0.8131209442914381
229,10,0.8013647665196639
230,2,0.3301457535887802
230,3,0.7506489272985161
230,4,0.7658243907262898
230,5,0.6864741877270265
230,6,0.750096095522282
230,7,0.7548834278512917
230,8,0.5951893935337396
230,9,0.5854913925554368
230,10,0.681197260377644
231,2,0.07344715387708843
231,3,0.4725828959411656
231,4,0.5318026885368484
231,5,0.7156908831590278
231,6,0.7723967670523474
231,7,0.7641002126511324
231,8,0.7628323137154019
231,9,0.7587727187987532
231,10,0.6386833552313118
232,2,0.43006646348180516
232,3,0.6578859708801073
232,4,0.6828999327363494
232,5,0.6707666142750293
232,6,0.7064719020332336
232,7,0.6954226451100866
232,8,0.5603389253125397
232,9,0.4970960547396437
232,10,0.5794878416767476
233,2,0.04253544254334549
233,3,0.4806843119096713
233,4,0.43552583505862297
233,5,0.5581347054615935
233,6,0.6225703267480696
233,7,0.6355404322332991
233,8,0.5207551736657389
233,9,0.4832736705318868
233,10,0.6420722469968208
234,2,0.3538998750383622
234,3,0.7543786116716876
234,4,0.7645789605580838
234,5,0.657467207901452
234,6,0.7143092022701033
234,7,0.7180829339758025
234,8,0.6119596276697459
234,9,0.5688066861580516
234,10,0.6625558693685047
235,2,0.7720997823854144
235,3,0.8119507423873487
235,4,0.8413208524420016
235,5,0.7675158011207958
235,6,0.8097998336881336
235,7,0.8478006271959043
235,8,0.7571885350924539
235,9,0.7905189645085804
235,10,0.7907919761725338
236,2,0.07344715387708843
236,3,0.5067721434315428
236,4,0.38173235536068845
236,5,0.4820317936287724
236,6,0.5305324638122545
236,7,0.5581867013785272
236,8,0.5424237574249503
236,9,0.4716445694312405
236,10,0.40736905444928
237,2,0.9599960816486464
237,3,0.9241294960515124
237,4,0.9182811089340113
237,5,0.931274538156092
237,6,0.8364652479326806
237,7,0.9309927771309724
237,8,0.6810373770803493
237,9,0.6785926304593389
237,10,0.766756175974629
238,2,0.06284858553158974
238,3,0.48709132553176115
238,4,0.6203883761058311
238,5,0.675291103943537
238,6,0.7499376677470924
238,7,0.7901140740979518
238,8,0.5711694640954652
238,9,0.5623992685345897
238,10,0.6375244568015652
239,2,0.6363978263200962
239,3,0.6929356268797244
239,4,0.4957286536460407
239,5,0.47911863255848675
239,6,0.532527178652404
239,7,0.5779269172047905
239,8,0.5689584925123164
239,9,0.5977964118564743
239,10,0.6064976351089401
240,2,0.4851933910944513
240,3,0.3021499807801848
240,4,0.658787634165361
240,5,0.7594254270404994
240,6,0.8258329688285116
240,7,0.8406714824237247
240,8,0.6644842340622504
240,9,0.639479564324761
240,10,0.7270462121886273
241,2,0.9208006335949313
241,3,0.9365670459309656
